"","TCGA-02-0047-01","TCGA-06-0129-01","TCGA-06-0141-01","TCGA-06-0157-01","TCGA-06-0168-01","TCGA-06-0174-01","TCGA-06-0187-01","TCGA-06-0190-01","TCGA-06-0644-01","TCGA-06-0646-01","TCGA-06-5412-01","TCGA-14-1823-01","TCGA-76-4928-01","TCGA-76-4931-01"
"GTEX-111VG-2426-SM-5GZXD",-0.0997710622710623,-0.0671703296703297,-0.136630036630037,-0.120238095238095,-0.0892857142857143,-0.0529761904761905,-0.0802655677655678,0.0432692307692308,-0.0833333333333333,-0.0180860805860806,-0.0862637362637363,-0.17220695970696,-0.0416666666666667,-0.0432234432234432
"GTEX-111VG-2526-SM-5GZXP",0.317765567765568,0.288415750915751,0.249496336996337,0.190521978021978,0.120283882783883,0.191895604395604,0.190018315018315,0.30521978021978,0.18470695970696,0.262912087912088,0.146657509157509,0.155540293040293,0.207738095238095,0.238232600732601
"GTEX-111YS-0006-SM-5NQBE",0.0693223443223443,0.0583791208791209,0.213278388278388,-0.06753663003663,0.0619505494505494,-0.0869505494505494,0.0809523809523809,0.0409798534798535,0.0749084249084249,0.022985347985348,0.100412087912088,0.0993589743589744,0.0696886446886447,-0.0990384615384615
"GTEX-111YS-0126-SM-5987T",0.0862637362637363,0.134020146520147,0.245100732600733,0.131868131868132,0.138003663003663,0.032051282051282,0.205769230769231,0.0204212454212454,0.115018315018315,0.0787545787545788,0.241620879120879,0.205677655677656,0.13507326007326,0.162728937728938
"GTEX-111YS-0426-SM-5987O",0.0855311355311355,-0.0220695970695971,0.211034798534799,0.0326465201465201,0.100824175824176,0.0536172161172161,0.0888736263736264,0.0791666666666667,0.0978021978021978,0.0471611721611722,0.122069597069597,0.184615384615385,0.132554945054945,-0.0195970695970696
"GTEX-111YS-0626-SM-5GZXV",-0.0260531135531136,-0.123031135531136,0.0478937728937729,-0.116254578754579,-0.0251831501831502,-0.173717948717949,-0.0721611721611722,-0.0392399267399267,-0.0741300366300366,-0.0632783882783883,0.0198260073260073,-0.127838827838828,-0.031456043956044,-0.122161172161172
"GTEX-111YS-0726-SM-5GZY8",0,0.0246336996336996,0.113965201465201,0.0598443223443223,-0.0440476190476191,-0.0892399267399267,0.0205128205128205,0.000732600732600732,-0.146474358974359,0.0295787545787546,0.0304945054945055,-0.101556776556777,-0.0288461538461538,0.0501831501831502
"GTEX-111YS-0826-SM-5GZYK",0.231043956043956,0.16717032967033,0.139102564102564,0.214697802197802,0.16790293040293,0.176923076923077,0.313186813186813,0.171016483516483,0.115338827838828,0.181913919413919,0.119276556776557,0.148076923076923,0.143360805860806,0.189606227106227
"GTEX-111YS-0926-SM-5EGGI",-0.143177655677656,-0.0863095238095238,-0.175045787545788,-0.186401098901099,-0.124084249084249,-0.154258241758242,-0.107921245421245,-0.203021978021978,-0.180815018315018,-0.156043956043956,-0.198992673992674,-0.085989010989011,-0.141391941391941,-0.0572344322344322
"GTEX-111YS-1026-SM-5GZYE",0.231776556776557,0.144871794871795,0.111309523809524,0.175915750915751,0.121749084249084,0.176007326007326,0.302014652014652,0.133882783882784,0.117948717948718,0.151419413919414,0.107371794871795,0.175641025641026,0.133241758241758,0.158882783882784
"GTEX-111YS-1126-SM-5GZYQ",-0.245283882783883,-0.236034798534799,-0.218681318681319,-0.367811355311355,-0.279395604395604,-0.316758241758242,-0.273992673992674,-0.458928571428571,-0.472847985347985,-0.348901098901099,-0.332967032967033,-0.291346153846154,-0.375915750915751,-0.299267399267399
"GTEX-111YS-1226-SM-5EGGJ",-0.163232600732601,-0.154990842490842,-0.0340201465201465,-0.27760989010989,-0.168543956043956,-0.173397435897436,-0.19981684981685,-0.164285714285714,-0.106730769230769,-0.180448717948718,-0.105815018315018,-0.0413003663003663,-0.0674450549450549,-0.21790293040293
"GTEX-111YS-1326-SM-5EGGK",0.139056776556777,0.00860805860805861,0.221291208791209,0.074496336996337,0.122893772893773,0.0782967032967033,0.239697802197802,0.174038461538462,0.212637362637363,0.0621794871794872,0.29271978021978,0.214239926739927,0.21456043956044,0.0612637362637363
"GTEX-111YS-1426-SM-5GID8",-0.114239926739927,-0.0635989010989011,-0.072985347985348,-0.150869963369963,-0.13228021978022,-0.167261904761905,-0.124954212454212,-0.165201465201465,-0.17779304029304,-0.163003663003663,-0.0947344322344322,-0.135668498168498,-0.127197802197802,-0.130540293040293
"GTEX-111YS-1526-SM-5GZYW",-0.193086080586081,-0.0627289377289377,-0.189835164835165,-0.192490842490843,-0.159478021978022,-0.15728021978022,-0.156410256410256,-0.159157509157509,-0.263415750915751,-0.113782051282051,-0.206730769230769,-0.240705128205128,-0.175686813186813,-0.0806776556776557
"GTEX-111YS-1626-SM-5GZZ9",0.259935897435897,0.202335164835165,0.140567765567766,0.243177655677656,0.183150183150183,0.250915750915751,0.317994505494505,0.223855311355311,0.173717948717949,0.210760073260073,0.124496336996337,0.200091575091575,0.198076923076923,0.242307692307692
"GTEX-111YS-1726-SM-5GIED",0.0641483516483516,0.0685897435897436,0.114377289377289,0.124862637362637,0.0581959706959707,0.0438644688644689,0.0429945054945055,0.244734432234432,-0.00384615384615385,0.139789377289377,0.0649725274725275,-0.0732600732600732,0.0550824175824176,0.162912087912088
"GTEX-111YS-1826-SM-5GIEP",0.247847985347985,0.185485347985348,0.124313186813187,0.241483516483516,0.192261904761905,0.254349816849817,0.320787545787546,0.232692307692308,0.183699633699634,0.228937728937729,0.111721611721612,0.162774725274725,0.19514652014652,0.24290293040293
"GTEX-111YS-1926-SM-5GICC",-0.0134157509157509,0.0518315018315018,-0.0273809523809524,-0.0277930402930403,-0.192673992673993,-0.104441391941392,-0.0896978021978022,-0.0797161172161172,-0.270100732600733,-0.0385531135531136,-0.127106227106227,-0.108974358974359,-0.157051282051282,0.00210622710622711
"GTEX-111YS-2026-SM-5EGGL",0.144551282051282,0.101236263736264,0.10521978021978,0.0383699633699634,0.00315934065934066,0.0302197802197802,-0.0756868131868132,0.00183150183150183,-0.0896978021978022,0.105128205128205,0.0184065934065934,0.0460622710622711,-0.021474358974359,0.0256410256410256
"GTEX-111YS-2126-SM-5EGGM",0.290430402930403,0.367628205128205,0.277747252747253,0.212408424908425,0.0524725274725275,0.236492673992674,0.250503663003663,0.324221611721612,0.188324175824176,0.279441391941392,0.179441391941392,0.188827838827839,0.239331501831502,0.31456043956044
"GTEX-111YS-2226-SM-5987P",0.246978021978022,0.0318681318681319,0.171382783882784,0.176190476190476,0.186309523809524,0.258470695970696,0.254761904761905,0.295695970695971,0.321382783882784,0.164285714285714,0.325503663003663,0.224771062271062,0.289102564102564,0.171657509157509
"GTEX-111YS-2326-SM-5987L",0.084981684981685,0.022481684981685,-0.031456043956044,-0.0302197802197802,0.00526556776556777,0.0134615384615385,0.0884615384615385,-0.121749084249084,-0.026510989010989,0.051510989010989,0.0472069597069597,0.0941849816849817,0.0360347985347985,0.00357142857142857
"GTEX-111YS-2426-SM-5GZZQ",0.114880952380952,0.131684981684982,0.0963369963369963,0.0839285714285714,-0.00641025641025641,0.0446428571428571,0.172069597069597,0.0266941391941392,0.0473901098901099,0.031043956043956,0.159661172161172,0.131639194139194,0.0673534798534799,0.0254120879120879
"GTEX-1122O-0126-SM-5GICA",-0.038507326007326,-0.114972527472527,0.0806318681318681,-0.0735347985347985,0.028021978021978,-0.206089743589744,-0.0465201465201465,-0.0240842490842491,-0.0977106227106227,-0.0485805860805861,0.0155677655677656,-0.154716117216117,-0.036492673992674,-0.0972527472527473
"GTEX-1122O-0226-SM-5N9DA",-0.057051282051282,-0.00366300366300366,0.117811355311355,0.0572802197802198,-0.0442765567765568,-0.125824175824176,0.00741758241758242,-0.0572344322344322,-0.190979853479853,-0.0549908424908425,-0.0181318681318681,-0.0972069597069597,-0.0707875457875458,-0.00384615384615385
"GTEX-1122O-0326-SM-5H124",0.214697802197802,0.191437728937729,0.277197802197802,0.196108058608059,0.240155677655678,0.188461538461538,0.215888278388278,0.154349816849817,0.249130036630037,0.217490842490842,0.346520146520147,0.241712454212454,0.242857142857143,0.244734432234432
"GTEX-1122O-0426-SM-5H12G",0.205265567765568,0.0255952380952381,0.221199633699634,0.184935897435897,0.17220695970696,0.165796703296703,0.205998168498169,0.242445054945055,0.269826007326007,0.134935897435897,0.27293956043956,0.201556776556777,0.211446886446886,0.159661172161172
"GTEX-1122O-0526-SM-5N9DM",-0.0143772893772894,0.219734432234432,0.22985347985348,0.106501831501831,0.0132326007326007,-0.0797619047619048,0.0413919413919414,0.0676282051282051,-0.0933608058608059,0.0973901098901099,0.0684981684981685,-0.125869963369963,-0.0461996336996337,0.0953296703296703
"GTEX-1122O-0626-SM-5N9B9",0.185943223443223,0.0583791208791209,0.260805860805861,0.0932234432234432,0.122893772893773,0.127152014652015,0.15279304029304,0.183012820512821,0.180265567765568,0.124908424908425,0.203113553113553,0.183379120879121,0.213598901098901,0.0849358974358974
"GTEX-1122O-0726-SM-5GIEV",-0.16547619047619,-0.139239926739927,-0.0473901098901099,-0.260164835164835,-0.175412087912088,-0.163095238095238,-0.224908424908425,-0.171245421245421,-0.133104395604396,-0.155677655677656,-0.138873626373626,-0.0774267399267399,-0.0918956043956044,-0.197802197802198
"GTEX-1122O-0826-SM-5GICV",0.0987637362637363,-0.0218864468864469,0.214285714285714,0.0382326007326007,0.0791208791208791,0.052014652014652,0.124542124542125,0.0896062271062271,0.122344322344322,0.0430860805860806,0.143177655677656,0.194642857142857,0.150686813186813,0.00320512820512821
"GTEX-1122O-0926-SM-5N9C9",0.0701007326007326,0.0679945054945055,0.247481684981685,0.101419413919414,0.109661172161172,0.0441391941391941,0.201831501831502,0.0674908424908425,0.150137362637363,0.0463827838827839,0.216804029304029,0.197161172161172,0.142032967032967,0.0887362637362637
"GTEX-1122O-1126-SM-5NQ8X",0.196062271062271,-0.01996336996337,0.239423076923077,0.196336996336996,0.214972527472527,0.159340659340659,0.238598901098901,0.28470695970696,0.302518315018315,0.148122710622711,0.257783882783883,0.193269230769231,0.249450549450549,0.166712454212454
"GTEX-1122O-1426-SM-5H11R",0.270467032967033,0.248122710622711,0.245741758241758,0.308836996336996,0.212225274725275,0.273763736263736,0.391758241758242,0.329716117216117,0.244826007326007,0.29514652014652,0.202838827838828,0.207234432234432,0.279212454212454,0.315979853479853
"GTEX-1122O-1526-SM-5N9CL",-0.0927197802197802,-0.0391941391941392,-0.0537545787545788,-0.134478021978022,-0.152335164835165,-0.14253663003663,-0.117307692307692,-0.14793956043956,-0.153159340659341,-0.127655677655678,-0.086492673992674,-0.132142857142857,-0.121520146520147,-0.0777014652014652
"GTEX-1122O-1726-SM-5GICM",-0.192124542124542,-0.0845238095238095,-0.147252747252747,-0.202335164835165,-0.158012820512821,-0.187042124542125,-0.149313186813187,-0.236446886446886,-0.223901098901099,-0.183836996336996,-0.221978021978022,-0.089010989010989,-0.163690476190476,-0.0722985347985348
