	original_firstorder_10Percentile	original_firstorder_90Percentile	original_firstorder_Energy	original_firstorder_Entropy	original_firstorder_InterquartileRange	original_firstorder_Kurtosis	original_firstorder_Maximum	original_firstorder_MeanAbsoluteDeviation	original_firstorder_Mean	original_firstorder_Median	original_firstorder_Minimum	original_firstorder_Range	original_firstorder_RobustMeanAbsoluteDeviation	original_firstorder_RootMeanSquared	original_firstorder_Skewness	original_firstorder_TotalEnergy	original_firstorder_Uniformity	original_firstorder_Variance	original_glcm_Autocorrelation	original_glcm_JointAverage	original_glcm_ClusterProminence	original_glcm_ClusterShade	original_glcm_ClusterTendency	original_glcm_Contrast	original_glcm_Correlation	original_glcm_DifferenceAverage	original_glcm_DifferenceEntropy	original_glcm_DifferenceVariance	original_glcm_JointEnergy	original_glcm_JointEntropy	original_glcm_Imc1	original_glcm_Imc2	original_glcm_Idm	original_glcm_Idmn	original_glcm_Id	original_glcm_Idn	original_glcm_InverseVariance	original_glcm_MaximumProbability	original_glcm_SumEntropy	original_glcm_SumSquares	original_glrlm_GrayLevelNonUniformity	original_glrlm_GrayLevelNonUniformityNormalized	original_glrlm_GrayLevelVariance	original_glrlm_HighGrayLevelRunEmphasis	original_glrlm_LongRunEmphasis	original_glrlm_LongRunHighGrayLevelEmphasis	original_glrlm_LongRunLowGrayLevelEmphasis	original_glrlm_LowGrayLevelRunEmphasis	original_glrlm_RunEntropy	original_glrlm_RunLengthNonUniformity	original_glrlm_RunLengthNonUniformityNormalized	original_glrlm_RunPercentage	original_glrlm_RunVariance	original_glrlm_ShortRunEmphasis	original_glrlm_ShortRunHighGrayLevelEmphasis	original_glrlm_ShortRunLowGrayLevelEmphasis	original_glszm_GrayLevelNonUniformity	original_glszm_GrayLevelNonUniformityNormalized	original_glszm_GrayLevelVariance	original_glszm_HighGrayLevelZoneEmphasis	original_glszm_LargeAreaEmphasis	original_glszm_LargeAreaHighGrayLevelEmphasis	original_glszm_LargeAreaLowGrayLevelEmphasis	original_glszm_LowGrayLevelZoneEmphasis	original_glszm_SizeZoneNonUniformity	original_glszm_SizeZoneNonUniformityNormalized	original_glszm_SmallAreaEmphasis	original_glszm_SmallAreaHighGrayLevelEmphasis	original_glszm_SmallAreaLowGrayLevelEmphasis	original_glszm_ZoneEntropy	original_glszm_ZonePercentage	original_glszm_ZoneVariance	original_gldm_DependenceEntropy	original_gldm_DependenceNonUniformity	original_gldm_DependenceNonUniformityNormalized	original_gldm_DependenceVariance	original_gldm_GrayLevelNonUniformity	original_gldm_GrayLevelVariance	original_gldm_HighGrayLevelEmphasis	original_gldm_LargeDependenceEmphasis	original_gldm_LargeDependenceHighGrayLevelEmphasis	original_gldm_LargeDependenceLowGrayLevelEmphasis	original_gldm_LowGrayLevelEmphasis	original_gldm_SmallDependenceEmphasis	original_gldm_SmallDependenceHighGrayLevelEmphasis	original_gldm_SmallDependenceLowGrayLevelEmphasis	group
DU-5853_X1.144.jpg	-0.154352924592261	-0.154342880304951	6.44273306008118	-0.154367643505655	-0.154362821169463	-0.154367099563184	-0.154330324945814	-0.15436400354456	-0.154348274397428	-0.154347607028391	-0.154367991023225	-0.154330324945814	-0.154365814898838	-0.154347403114588	-0.154368197078825	6.44273306008118	-0.154367953992301	-0.154130253185713	-0.154362518570537	-0.154367120035805	-0.154285956049604	-0.1543739483048	-0.154366579121392	-0.154367925247914	-0.15436785650363	-0.154367940979041	-0.154367839177235	-0.154367942707249	-0.15436796960526	-0.154367468675972	-0.154368063002361	-0.154367851348548	-0.154367866902422	-0.154367843830103	-0.154367866400208	-0.154367847389917	-0.154367949162181	-0.154367952160696	-0.154367531733417	-0.154367621600246	-0.154345023874031	-0.154367960299523	-0.154367549532485	-0.154362381480786	-0.154365398400647	-0.154274567600316	-0.154367726917553	-0.154367980521037	-0.154367221305855	-0.154345346029776	-0.154367961377807	-0.154367943120837	-0.154366884512039	-0.154367930565478	-0.154365633259718	-0.15436798730093	-0.154366551898419	-0.154367970461978	-0.154367269355953	-0.154361951792083	-0.152361655179647	-0.0779294853843084	-0.154284964515965	-0.154367982145848	-0.154367020361025	-0.154367977153246	-0.154367949634853	-0.154366451898676	-0.154367988881429	-0.154367160597001	-0.154367986532838	-0.152520983174537	-0.154367250449059	-0.154315135280307	-0.154367968039532	-0.154367413299453	-0.154282854299828	-0.154367605795265	-0.154362528319404	-0.154361354541035	-0.154127096207128	-0.154367391571296	-0.154367978851912	-0.154367984597836	-0.154367747464029	-0.154367990580095	HIGH
DU-5853_X1.067.jpg	-0.154315737529016	-0.154284111687336	6.44276376023637	-0.154332252054482	-0.154313129212176	-0.154332397533353	-0.154278895053657	-0.154322965794454	-0.154297210100237	-0.154293240796275	-0.15431932396467	-0.154292588717065	-0.154324720474399	-0.154295400123974	-0.154333189548762	6.44276376023637	-0.154332942965008	-0.15392540617437	-0.154327227001674	-0.154331721001173	-0.15428794575007	-0.154337246589982	-0.154330375174892	-0.154332911143543	-0.154332716889146	-0.154332919914008	-0.154332713530938	-0.154332941171791	-0.154332970808791	-0.154331894617263	-0.154333187201277	-0.154332706814523	-0.154332739548899	-0.154332694425018	-0.154332738962028	-0.154332705379948	-0.154332927608543	-0.15433291531685	-0.154332010002679	-0.154332330401799	-0.154303598063801	-0.154332955745761	-0.154332331575541	-0.154327963688162	-0.154326366517949	-0.154203675401915	-0.154332203246353	-0.154332962462177	-0.154331370345578	-0.154301080614199	-0.154332952094117	-0.154332915577682	-0.154329919143296	-0.154332881017484	-0.15433120654328	-0.154332992686048	-0.15433044908807	-0.15433295499587	-0.154332209995373	-0.154328779113214	-0.151168079617173	-0.0835024402644157	-0.15411807373624	-0.154332928195414	-0.154332039509263	-0.154332993761979	-0.15433294166085	-0.154332253554264	-0.15433299154491	-0.154331350391954	-0.154333008825009	-0.151616194971003	-0.154331386777974	-0.154253577654481	-0.154332965363929	-0.154331664563717	-0.154219534392151	-0.154332311980561	-0.154327285754011	-0.154317914495458	-0.154046995537372	-0.154330959046616	-0.154332968917761	-0.15433300406483	-0.154332822004315	-0.154333014987157	HIGH
DU-5853_X1.066.jpg	-0.154449729326363	-0.154413357286066	6.44270285697445	-0.154469065180597	-0.154445687988552	-0.154469290062677	-0.154407111582177	-0.154457882137565	-0.154428841598409	-0.154425113905152	-0.154453403269827	-0.154423644327766	-0.154459953286454	-0.154426623455043	-0.154470070996099	6.44270285697445	-0.154469857980857	-0.153960328975358	-0.15446315138076	-0.154468444210673	-0.154422985369267	-0.154473392755343	-0.154466920663058	-0.154469828295394	-0.154469594008019	-0.154469832777605	-0.154469613259483	-0.154469858531949	-0.154469888437849	-0.154468677910217	-0.154470137641434	-0.154469583206626	-0.154469619799103	-0.154469571523485	-0.154469619468448	-0.154469583280105	-0.154469836708725	-0.154469841374633	-0.154468792022901	-0.154469155228952	-0.154442017020982	-0.154469864887871	-0.154469185502246	-0.154463908874424	-0.154462665942611	-0.154327751868328	-0.154469144758213	-0.154469883624983	-0.154468067925383	-0.154442215560887	-0.154469868378117	-0.154469824180578	-0.154467051528924	-0.154469804598459	-0.154468023985019	-0.154469913898277	-0.154468187218328	-0.154469866063533	-0.154468705097398	-0.154464557362185	-0.150698530178904	-0.0729688936091173	-0.15418709152603	-0.154469830940633	-0.154469480446427	-0.154469917792657	-0.154469894279419	-0.154468797386858	-0.15446992539772	-0.154468288655907	-0.154469928924706	-0.151679775228981	-0.154468109918557	-0.154391633258362	-0.154469875395349	-0.154468668909055	-0.154369098207638	-0.154469140680135	-0.154463246425678	-0.154452845638688	-0.154136847814134	-0.154468027475266	-0.154469890568736	-0.154469923377051	-0.154469720391675	-0.154469934031487	HIGH
DU-5853_X1.068.jpg	-0.154105709406714	-0.154072914950915	6.44284164861385	-0.154117195445904	-0.154096594429385	-0.154117163429952	-0.154037882297835	-0.154106335550513	-0.154087243987215	-0.154082646243437	-0.154118003272934	-0.154037882297835	-0.154109088338542	-0.154084354766465	-0.154118176295315	6.44284164861385	-0.154117936743331	-0.153544326970682	-0.154111000407772	-0.154116588115938	-0.154030314466266	-0.154123864235794	-0.154114564753159	-0.154117879977458	-0.15411770140824	-0.154117904273251	-0.154117687005927	-0.154117911052719	-0.15411796123375	-0.154116842297298	-0.154118182750406	-0.154117689925315	-0.154117725995972	-0.154117680096709	-0.154117724990405	-0.154117687719555	-0.154117919810882	-0.154117916923932	-0.154116970912548	-0.154117112827231	-0.154084119755751	-0.154117943393047	-0.154117204106754	-0.154111451809994	-0.154110514199959	-0.153941847967138	-0.154116699798738	-0.154117964023387	-0.154116311974294	-0.15407883663704	-0.154117935835077	-0.154117905992446	-0.154114330942637	-0.154117861617752	-0.154115112722241	-0.154117989357186	-0.154115240072422	-0.154117952086335	-0.154116751601652	-0.154109461371422	-0.152013401036667	-0.0998812270781927	-0.153874096859654	-0.154117973527616	-0.154116849920144	-0.154117981928966	-0.154117936743331	-0.15411567146062	-0.154117999380417	-0.154116229679997	-0.154117993995768	-0.152410762147987	-0.154116369194294	-0.154012737124523	-0.154117947577503	-0.154116520126641	-0.153992271535158	-0.154117096770598	-0.154111048739858	-0.154102390289899	-0.153767963523328	-0.154115463632649	-0.15411795545985	-0.154117989746437	-0.154117697126471	-0.154118001748365	HIGH
DU-5853_X1.065.jpg	-0.155767427019784	-0.155707265024639	6.44180752755736	-0.15580213542471	-0.155763468993788	-0.155802514761921	-0.155697765762248	-0.155784397689528	-0.155735522401314	-0.155731804785817	-0.155773759861379	-0.155727846759821	-0.155787480516816	-0.15573207321914	-0.155803972661217	6.44180752755736	-0.155803648973851	-0.155193462904219	-0.155795710123628	-0.155801464222661	-0.155760207105404	-0.155806859724539	-0.155799674957429	-0.155803653486	-0.155803117648441	-0.155803654277606	-0.155803230689664	-0.155803701378115	-0.155803713252193	-0.155801409681063	-0.155804286453518	-0.155803088121567	-0.155803142425684	-0.155803056457359	-0.155803142425684	-0.155803080363836	-0.155803655069211	-0.155803605673046	-0.155801599033027	-0.155802752560123	-0.15575495686308	-0.1558036625103	-0.155802716462926	-0.155796510278164	-0.155779249485115	-0.155542762418944	-0.15579759525225	-0.155803622692558	-0.155799909272568	-0.155764737461959	-0.155803710006612	-0.155803626571424	-0.155793581576408	-0.155803606385491	-0.155801958580108	-0.155803764389889	-0.155801466043353	-0.155803642957651	-0.155801977261991	-0.155795990747671	-0.140600271401665	0.0184252311400826	-0.15344703000474	-0.155803557622611	-0.155802785411739	-0.155803752911613	-0.155803792808516	-0.155803490890293	-0.155803830330602	-0.155801134914898	-0.15580383151801	-0.146252530425792	-0.155800221798301	-0.155647496457279	-0.155803686654258	-0.155801358147565	-0.155609254326744	-0.155802718996063	-0.155795886572427	-0.155764415991088	-0.155388946087636	-0.155793972075253	-0.155803635516562	-0.155803818060721	-0.155803634249994	-0.155803833971986	HIGH
DU-5855_X1.13.jpg	-0.154043143900737	-0.154029638761564	6.44284805792476	-0.154060086054585	-0.154051725162546	-0.154060036815811	-0.154029020960138	-0.154055513669163	-0.154034865213356	-0.154032542428266	-0.154051632492332	-0.154037793740388	-0.154056712278065	-0.154034211295258	-0.15406052832627	6.44284805792476	-0.154060377533298	-0.153786611805165	-0.154054247855821	-0.154059559490074	-0.153996533810367	-0.15406617768785	-0.154058884949765	-0.15406035574962	-0.154060289570731	-0.154060362458943	-0.154060279142243	-0.154060371083451	-0.154060385737701	-0.154059948309579	-0.154060470549481	-0.154060286345807	-0.154060302445713	-0.154060282305386	-0.154060302062676	-0.154060285938058	-0.154060367796747	-0.154060360308994	-0.154060000649716	-0.154060012808048	-0.154053089342231	-0.154060387739377	-0.154059925586843	-0.154055548228974	-0.154057973359048	-0.153921963114784	-0.154060343072334	-0.154060398489122	-0.154059787471156	-0.154045689613294	-0.154060370799262	-0.154060361902922	-0.154059055561806	-0.154060340156312	-0.154058292675893	-0.154060401306297	-0.154059540350585	-0.154060384180841	-0.154059982177453	-0.154057042023399	-0.153202487031374	-0.101407908054874	-0.154045038277606	-0.154060393966816	-0.154059914046312	-0.154060393287234	-0.154060376445967	-0.154059673511505	-0.15406040338211	-0.154059796058596	-0.154060401009752	-0.153306226516996	-0.154059788929167	-0.154037551821705	-0.154060386034245	-0.154059781194293	-0.1540274452576	-0.154059978075252	-0.154054391791197	-0.154055047772751	-0.153761716792408	-0.154060251477095	-0.154060400293102	-0.154060398946295	-0.154060176315373	-0.154060404914257	LOW
DU-5855_X1.14.jpg	-0.153723022546179	-0.153691833554189	6.44293015027881	-0.153737572372425	-0.153713518208383	-0.153737875796102	-0.153682836729576	-0.153726157778075	-0.153708100551289	-0.153707058949687	-0.153728974291692	-0.153692064241999	-0.153727590372448	-0.153705453893107	-0.153738189785281	6.44293015027881	-0.153738161203061	-0.153017145782088	-0.153732121288667	-0.15373713528823	-0.153597734612125	-0.153735932758811	-0.153733491828018	-0.153738089989734	-0.15373798182022	-0.15373811125915	-0.153737946340434	-0.153738126830577	-0.153738178020202	-0.153737281567371	-0.153738325014475	-0.153737977852389	-0.153738014254926	-0.153737972454294	-0.15373801303228	-0.153737979974717	-0.153738128053223	-0.153738148146131	-0.15373739285117	-0.153736996344962	-0.153720183425157	-0.153738167939145	-0.153737247656262	-0.153731422489151	-0.153734762525685	-0.153655442067625	-0.153737727140877	-0.153738181734276	-0.153737052032999	-0.153703795017061	-0.153738138503381	-0.153738115273118	-0.15373650488765	-0.153738080808359	-0.153734695833839	-0.153738193407079	-0.153736324628195	-0.153738164986341	-0.153737441710849	-0.153731213324513	-0.152549594163788	-0.129704955726132	-0.153549893351321	-0.15373818203417	-0.153736623184359	-0.153738170845812	-0.153738161779781	-0.153737191552987	-0.153738198735968	-0.153737033554905	-0.153738193522423	-0.152728180855526	-0.153736984741365	-0.153692011091528	-0.153738169254066	-0.153737064790035	-0.153680584316862	-0.153736985456497	-0.153731845616733	-0.153728767826102	-0.153496640615856	-0.153736948384966	-0.153738176059356	-0.153738189762212	-0.153737861516526	-0.153738200789089	LOW
DU-5855_X1.24.jpg	-0.154764457588151	-0.154727396046158	6.44261807792657	-0.15478339844511	-0.154766681280671	-0.154782968864776	-0.154702935428443	-0.154771789954804	-0.154753481256567	-0.154761122049372	-0.154776687897009	-0.154710347736842	-0.154775429880027	-0.154750099094368	-0.15478365491098	6.44261807792657	-0.154783943175654	-0.154194394479328	-0.154777859782967	-0.154782680081241	-0.154681288485935	-0.154771062696165	-0.15478078972023	-0.154783983980412	-0.154783754865959	-0.154784007143875	-0.154783772766684	-0.154784007959229	-0.154783960705763	-0.154783104584143	-0.154784299633565	-0.154783756644913	-0.154783773804407	-0.154783730998326	-0.15478377243313	-0.154783738707127	-0.154784025859954	-0.154783875834832	-0.154783221402123	-0.154783243527864	-0.154753168234783	-0.154784040944002	-0.154782997365102	-0.15477415466649	-0.15475807247745	-0.154502751993816	-0.154781302058987	-0.154784072557497	-0.154782303017113	-0.154722177595738	-0.154783982757381	-0.154784008811645	-0.1547644861626	-0.154783885656141	-0.154778086117803	-0.154784085825529	-0.154779945977165	-0.154784038201447	-0.154782888885969	-0.154773678722168	-0.144881881264919	-0.0611021691301225	-0.153695344768749	-0.154784071000912	-0.15478156123035	-0.154784062328511	-0.154784012851353	-0.154781752393784	-0.154784095276222	-0.154782103774263	-0.154784088456898	-0.145251194268137	-0.154782754130202	-0.154553144424217	-0.154783991022105	-0.154781957900034	-0.154452015298751	-0.154783191493459	-0.154777587899494	-0.154763662543952	-0.15451296233745	-0.154781974170051	-0.154784064996942	-0.154784083861267	-0.154783702312692	-0.154784098982376	LOW
DU-5871_X1.028.jpg	-0.153893941523821	-0.153878907433222	6.44289146924376	-0.153919761979965	-0.153913309421149	-0.15391950463622	-0.153871313683379	-0.153915587450221	-0.153887121032485	-0.153887421637592	-0.15390659777356	-0.153884928739916	-0.153917190997063	-0.153886560053803	-0.153920277952255	6.44289146924376	-0.153920165675979	-0.153724954759552	-0.153914256377095	-0.153919170856397	-0.153891164244049	-0.153921259003371	-0.153918965249868	-0.153920144294588	-0.153920041011919	-0.153920150104957	-0.153920026648993	-0.153920165465042	-0.153920185484928	-0.153919531252697	-0.153920307368448	-0.153920031059505	-0.153920051846436	-0.153920021893312	-0.153920051462913	-0.153920027281806	-0.153920155205809	-0.153920155474275	-0.15391960592457	-0.153919883805957	-0.153905301562649	-0.153920173883365	-0.153919824225702	-0.1539144927805	-0.153916963146216	-0.153819355022519	-0.153920079460072	-0.153920202474984	-0.153919267408242	-0.153903546831152	-0.153920170412485	-0.153920147075127	-0.15391871392743	-0.153920127419588	-0.153917829178868	-0.153920207460779	-0.15391943103821	-0.153920182761916	-0.153919519536078	-0.153914725502086	-0.152601197063988	-0.113775466330965	-0.153872366510772	-0.1539201951497	-0.153919844053827	-0.153920198639757	-0.153920198045297	-0.153919861695872	-0.153920211257654	-0.153919311475002	-0.153920208362058	-0.152955129816629	-0.153919258529691	-0.15388681287198	-0.153920182934501	-0.15391943406804	-0.153867546435588	-0.15391988969303	-0.153914254843004	-0.153911931040496	-0.15365579520061	-0.153919873124849	-0.153920203913194	-0.153920205140467	-0.153919992764761	-0.153920212350694	HIGH
DU-5871_X1.066.jpg	-0.155339532744861	-0.15530728632609	6.44207029591907	-0.155361223226789	-0.155348131789867	-0.155360631684151	-0.155289013355453	-0.155352060621871	-0.155323478471153	-0.155321618067766	-0.155362105238001	-0.155289013355453	-0.155356221054821	-0.155321058556571	-0.15536240043605	6.44207029591907	-0.155362023081292	-0.154823985600589	-0.155352779072082	-0.155360353397557	-0.155250593933077	-0.155369042911683	-0.155358959635679	-0.15536200212112	-0.155361769731929	-0.155362008606233	-0.155361796030675	-0.155362030103846	-0.155362052533021	-0.155360855438468	-0.155362310361054	-0.155361758911464	-0.15536179463333	-0.155361748198487	-0.155361794203378	-0.155361756546726	-0.155362014088124	-0.155361994596956	-0.155360966545296	-0.1553612930582	-0.155334296750528	-0.155362036983082	-0.155361209360829	-0.155352483157445	-0.155352944818674	-0.155133535312561	-0.155361112119962	-0.155362072955753	-0.155360206031424	-0.155334071598866	-0.15536203984943	-0.155362000974581	-0.155357728395752	-0.155361969265602	-0.155358295574429	-0.155362095169953	-0.155360834908248	-0.155362047481082	-0.155360814198882	-0.155352496450136	-0.149396827187598	-0.00196784545466295	-0.154998361083932	-0.155362068477084	-0.155361616668928	-0.155362083023802	-0.15536207256163	-0.155361472419948	-0.155362102658288	-0.155360540032663	-0.155362099612793	-0.150853992977416	-0.155360326274736	-0.155270236265802	-0.155362039741942	-0.155360732794589	-0.155246839661687	-0.155361270664854	-0.155352853955432	-0.155344792744862	-0.154926562784387	-0.155360058199508	-0.155362066757275	-0.15536209312768	-0.15536178295296	-0.155362104127291	HIGH
DU-5871_X1.138.jpg	-0.153557662454659	-0.153531748133953	6.44294592931411	-0.153581941054084	-0.153568059373698	-0.153581853304088	-0.153516334701477	-0.153574262331551	-0.153546614870433	-0.153549344919427	-0.153569099065602	-0.153529850696228	-0.153576675222529	-0.153545187685357	-0.153582422691359	6.44294592931411	-0.153582563023774	-0.153179437147673	-0.15357763184305	-0.153581550753744	-0.153507761402037	-0.153576939018358	-0.153579999325485	-0.153582499810506	-0.153582377048884	-0.153582518940837	-0.153582338138415	-0.153582536381669	-0.15358258787241	-0.153581591977528	-0.15358274354028	-0.153582365560289	-0.153582401299698	-0.153582356514969	-0.153582400363975	-0.153582364572581	-0.153582532534808	-0.153582551951055	-0.153581719599709	-0.153581932320672	-0.153561427283012	-0.153582567936318	-0.153581918258839	-0.153577276190442	-0.153579260338471	-0.153524399851499	-0.153582259979576	-0.153582589925802	-0.15358129368992	-0.153555980778996	-0.153582556863599	-0.153582519980529	-0.153581312040482	-0.153582500096421	-0.15358005572877	-0.153582605235265	-0.153580858994735	-0.153582572225047	-0.153581681754924	-0.153576782648695	-0.152879428304491	-0.141065973440709	-0.153521402809624	-0.15358258561108	-0.153581822607184	-0.153582595722084	-0.153582559696759	-0.153581292026413	-0.153582611005555	-0.153581311260714	-0.153582606352934	-0.153111082317533	-0.153581219767826	-0.153535445824201	-0.153582576513776	-0.153581613005296	-0.153518922468633	-0.153581943653314	-0.153577677173617	-0.153572032764247	-0.153394349079963	-0.153581468228199	-0.15358258821031	-0.153582602895958	-0.153582356696915	-0.153582613942685	HIGH
DU-6397_X1.037.jpg	-0.153562745761117	-0.153494723154165	6.44294837811585	-0.153585542597098	-0.153552795645738	-0.153584172665213	-0.153420187744421	-0.153565550535822	-0.153535014898104	-0.153542483707982	-0.153583731459006	-0.153423805968195	-0.153572537108836	-0.153528061106197	-0.153586501136941	6.44294837811585	-0.153587192000588	-0.152514717403406	-0.153577227412314	-0.153584851733451	-0.153343053871091	-0.153565331271461	-0.153580774429444	-0.153586773227368	-0.153586742544831	-0.153586931633205	-0.15358637435438	-0.153587023608454	-0.153587282456182	-0.153584346557048	-0.153587596445641	-0.153586699270874	-0.153586819395904	-0.15358663161009	-0.153586811291082	-0.153586662871543	-0.153587046547992	-0.15358720755895	-0.15358490636863	-0.153585561773684	-0.153496795889837	-0.153587217183425	-0.15358523331133	-0.153575087811868	-0.153582108830372	-0.153530411287267	-0.153586442811173	-0.153587243668823	-0.153584091399907	-0.153395570218236	-0.153587075566147	-0.153586985472375	-0.153585129757766	-0.153586892773482	-0.153578563043438	-0.153587286219135	-0.15357791306572	-0.153587254378766	-0.153583908751971	-0.15356922201985	-0.152170146282772	-0.144207729488266	-0.153314195714278	-0.153587224130415	-0.153580281337909	-0.153587278259043	-0.153587164574452	-0.153582554595541	-0.153587306119366	-0.153583123525048	-0.153587296929077	-0.152306307858752	-0.15358357290844	-0.15345081637049	-0.153587249168524	-0.153584225997831	-0.153373195628969	-0.153585584061943	-0.153577150416512	-0.153566342130819	-0.153373369882626	-0.153583743688602	-0.153587236215283	-0.153587290488639	-0.153586177667735	-0.153587340203034	HIGH
DU-6397_X1.095.jpg	-0.153878702852484	-0.153788002236305	6.4429241939162	-0.153896834028227	-0.153843158016414	-0.153896460317174	-0.153726718036184	-0.153869029631768	-0.153840161464165	-0.153849286436426	-0.153899539480525	-0.153726718036184	-0.153876154532875	-0.153830061215143	-0.153898756145879	6.4429241939162	-0.153899249973964	-0.152837690575048	-0.153890442576428	-0.153896513634428	-0.153804278707015	-0.153890261175195	-0.153892533348199	-0.153899040994841	-0.153898476567358	-0.153899080461866	-0.153898284625243	-0.153899217493338	-0.15389939350156	-0.15389527998348	-0.15390006542153	-0.153898412464085	-0.153898539322379	-0.153898327156478	-0.153898536748443	-0.153898378635206	-0.153899114535881	-0.153899289931262	-0.15389582394204	-0.153897663326023	-0.153719869281684	-0.153899258921457	-0.153897689923365	-0.153888948712765	-0.153884605501503	-0.153807416090356	-0.153892388594918	-0.153899168465978	-0.153893857822332	-0.15370797095423	-0.153899248135438	-0.153899071146668	-0.153893572850801	-0.15389898596163	-0.153894138503968	-0.153899407229221	-0.153886948396473	-0.153899310522753	-0.15389682226166	-0.153885522068	-0.148655327907784	-0.127476867752145	-0.151693026859127	-0.153899195798731	-0.153895907043415	-0.153899473416157	-0.15389939043735	-0.153897539041665	-0.153899497439564	-0.153892720755283	-0.15389949927809	-0.149792124448367	-0.153893451017811	-0.153597347212298	-0.15389935905984	-0.153895107774878	-0.153414603978526	-0.153897678034231	-0.153890269632415	-0.153851839536203	-0.153584840210168	-0.153878524392893	-0.153899082055255	-0.153899484202177	-0.153899028492864	-0.153899523178928	HIGH
DU-6401_X1.36.jpg	-0.153913889028631	-0.153883282734287	6.4428969123725	-0.15391407424094	-0.153895843699018	-0.153914263858433	-0.153869483364583	-0.153905147658668	-0.153896452038924	-0.153894428379048	-0.153914596688616	-0.153869483364583	-0.153906775718921	-0.153893360962419	-0.153914652381457	6.4428969123725	-0.153914571460537	-0.153226538903063	-0.153909620034389	-0.153913758748428	-0.153738355667779	-0.153920105998513	-0.153910497975058	-0.153914529354768	-0.153914425505665	-0.153914546108618	-0.153914427770177	-0.153914544481	-0.15391458057166	-0.153913876379209	-0.153914707295871	-0.153914422073515	-0.153914443480229	-0.153914420304365	-0.153914442790261	-0.153914423895739	-0.153914556475837	-0.153914565622342	-0.153913949144347	-0.153913555172342	-0.153898475097288	-0.153914573831198	-0.153913710804464	-0.153909426082479	-0.153908923183911	-0.153773598161131	-0.153912503147317	-0.153914568736046	-0.153913579409696	-0.153888247305219	-0.153914559978754	-0.153914548479279	-0.153911532131668	-0.153914516015378	-0.153912240676228	-0.153914587205972	-0.153912729244682	-0.153914573636592	-0.153913707938441	-0.153909564447698	-0.15254445337857	-0.11562372427582	-0.153463804115807	-0.15391457892635	-0.153912681194569	-0.153914573035081	-0.153914536289836	-0.153913048381643	-0.153914591469623	-0.153913630414289	-0.153914591151176	-0.152725055637126	-0.153913624558403	-0.153822363948334	-0.153914561057936	-0.15391373152121	-0.1538492990619	-0.153913541762185	-0.153909664882341	-0.153905505734621	-0.153668380231649	-0.153912009147573	-0.153914554105176	-0.153914588674366	-0.153914371458134	-0.153914595485594	LOW
DU-6404_X1.036.jpg	-0.154076870904138	-0.154055203196877	6.44285035444953	-0.154095432721929	-0.15408493330684	-0.154095270718024	-0.154044369343246	-0.154089386272632	-0.154068227101421	-0.154070320201943	-0.154093751559795	-0.154046636894006	-0.154091302705754	-0.15406704593423	-0.154095837807274	6.44285035444953	-0.154095958189025	-0.15382989648114	-0.154089517362261	-0.154094779339775	-0.154062966988338	-0.154092858648696	-0.154094326434303	-0.154095931003611	-0.154095792103529	-0.154095939217183	-0.154095777515619	-0.154095957055249	-0.154095981947918	-0.154095143684792	-0.154096144002212	-0.15409578069019	-0.154095806288319	-0.154095768218661	-0.154095805834809	-0.154095775071703	-0.15409594549074	-0.154095940476934	-0.154095238745559	-0.154095573914756	-0.15406467158183	-0.154095970458994	-0.154095486160541	-0.154088576857791	-0.154091045968618	-0.153984153726576	-0.154095745593543	-0.154096005883176	-0.154094734568245	-0.154059463748389	-0.154095964109852	-0.154095937151193	-0.154093606335766	-0.154095908882393	-0.154092486543616	-0.154096012862193	-0.154094036792486	-0.154095981695967	-0.15409506459766	-0.154088379782435	-0.151459204612819	-0.102087845676064	-0.153948605106558	-0.154096000340274	-0.154095016072074	-0.154096000189104	-0.154095964361802	-0.154094682994062	-0.154096014499869	-0.154094655607088	-0.154096012358293	-0.151810840461422	-0.154094763794454	-0.15401989735596	-0.154095980662972	-0.154094990423555	-0.15397540705264	-0.154095568245879	-0.154089436335114	-0.154084678686085	-0.153827555109006	-0.154095413825672	-0.154096005832786	-0.154096008528651	-0.154095715636678	-0.154096018455485	LOW
