gene	rowname	B.cell	B.cell.1	B.cell.2	B.cell.3	CD34..Hematopoetic.Stem.cells	CD34..Hematopoetic.Stem.cells.1	CD34..Hematopoetic.Stem.cells.2	gamma.delta.T.cell	gamma.delta.T.cell.1	gamma.delta.T.cell.2	gamma.delta.T.cell.3	gamma.delta.T.cell.4	gamma.delta.T.cell.5	gamma.delta.T.cell.6	gamma.delta.T.cell.7	DC_Control	DC_Control.1	DC_Control.2	DC_Control.3	DC_Control.4	DC_Control.5	DC_Control.6	DC_Control.7	DC_Control.8	gamma.delta.T.cell.normal	gamma.delta.T.cell.normal.1	Immature.DCs	Immature.DCs.1	Immature.DCs.2	Immature.DCs.3	Immature.DCs.1.1	Immature.DCs.2.1	mast.cell	mast.cell.1	mast.cell.2	mast.cell.3	uninfected.mDC	uninfected.mDC.1	uninfected.mDC.2	uninfected.mDC.3	Monocyte	Monocyte.1	Monocyte.2	Monocyte.3	Monocyte.4	Monocyte.5	Neutrophil	Neutrophil.1	Neutrophil.2	Neutrophil.3	Neutrophil	Neutrophil.1	Neutrophil.2	NK_Donor	NK_Donor.1	NK_Donor.2	NK_Donor.3	NK_Donor.4	NK_Donor.5	NK_Donor.6	NK_Donor.7	pDC_healthy	pDC_healthy.1	pDC_healthy.2	pDC_healthy.3	pDC_healthy.4	pDC_healthy.5	pDC_healthy.6	pDC_healthy.7	pDC_healthy.8	pDC_healthy.9	pDC_healthy.10	pDC_healthy.11	pDC_healthy.12	Resting_CD4.T.cell	Resting_CD4.T.cell.1	Resting_CD4.T.cell.2	Resting_CD4.T.cell.3	Resting_NK	Resting_NK.1	Resting_NK.2	Resting_NK.3	Resting_NKT	Resting_NKT.1	Resting_NKT.2	Resting_NKT.3	Resting_NKT.4	Resting_NKT.5	T_cell.CD4.	T_cell.CD4..1	T_cell.CD4..2	T_cell.CD8._naive	T_cell.CD8._naive.1	T_cell.CD8._naive.2	T_cell.CD8._naive.3	T_cell.CD8.	T_cell.CD8..1	T_cell.CD8..2	T_cell.CD8..3	T_cell.CD8..4	T_cell.CD8..5	Th17	Th17.1	Th17.2	Th17.3	Th17.4	Th17.5	Th17.6	Th17.7	Th17.8	TSI_j
CALM1	14384	0.850981961	0.905445087	0.871281427	0.875339821	0.959613847	0.964402409	1	0.862434005	0.869147331	0.910515929	0.910206326	0.867249051	0.906026545	0.880715596	0.901577776	0.965905223	0.977257435	0.911015021	0.986593307	0.987016898	0.952929398	0.875525486	0.933993213	0.873516678	0.916811308	0.906228359	0.945687602	0.996298165	0.991534223	0.808478434	0.811649877	0.812965139	0.820646033	0.822122381	0.81974864	0.822444482	0.782906267	0.739659152	0.767258031	0.78825938	0.929919867	0.95233205	0.921705206	0.939585249	0.939918048	0.922465326	0.919072255	0.914454694	0.91698371	0.931759726	0.93155054	0.919179162	0.910810721	0.97566193	0.9703788	0.973349154	0.965462329	0.96281987	0.966759172	0.966407805	0.970074901	0.86136326	0.87194813	0.858839647	0.864006708	0.840731074	0.839366847	0.848251157	0.854903366	0.850425405	0.858142798	0.809300199	0.860946122	0.864521235	0.927723101	0.931470855	0.934130412	0.936342717	0.862420739	0.838852952	0.847280167	0.849079552	0.941700991	0.922224645	0.937812069	0.921061524	0.93804507	0.931913182	0.881705182	0.872014122	0.911868266	0.898631915	0.873908712	0.883348851	0.877827466	0.872689842	0.854732594	0.903808641	0.869725571	0.862431439	0.891089999	0.793352348	0.775798968	0.78046462	0.786876903	0.7854428	0.780432828	0.773660261	0.773594555	0.759966578	0.094076739
CALM2	14384	0.850981961	0.905445087	0.871281427	0.875339821	0.959613847	0.964402409	1	0.862434005	0.869147331	0.910515929	0.910206326	0.867249051	0.906026545	0.880715596	0.901577776	0.965905223	0.977257435	0.911015021	0.986593307	0.987016898	0.952929398	0.875525486	0.933993213	0.873516678	0.916811308	0.906228359	0.945687602	0.996298165	0.991534223	0.808478434	0.811649877	0.812965139	0.820646033	0.822122381	0.81974864	0.822444482	0.782906267	0.739659152	0.767258031	0.78825938	0.929919867	0.95233205	0.921705206	0.939585249	0.939918048	0.922465326	0.919072255	0.914454694	0.91698371	0.931759726	0.93155054	0.919179162	0.910810721	0.97566193	0.9703788	0.973349154	0.965462329	0.96281987	0.966759172	0.966407805	0.970074901	0.86136326	0.87194813	0.858839647	0.864006708	0.840731074	0.839366847	0.848251157	0.854903366	0.850425405	0.858142798	0.809300199	0.860946122	0.864521235	0.927723101	0.931470855	0.934130412	0.936342717	0.862420739	0.838852952	0.847280167	0.849079552	0.941700991	0.922224645	0.937812069	0.921061524	0.93804507	0.931913182	0.881705182	0.872014122	0.911868266	0.898631915	0.873908712	0.883348851	0.877827466	0.872689842	0.854732594	0.903808641	0.869725571	0.862431439	0.891089999	0.97483648	0.961985488	0.96279079	0.982752041	0.977259443	0.97454451	0.972240727	0.981513623	0.974424399	0.083554534
CAMKK2	19152	0.700947007	0.691082833	0.668880088	0.690633897	0.989889697	0.97542921	0.915203999	0.846967791	0.898807632	0.872847032	0.947090604	0.844679691	0.856868088	0.862068362	0.887449584	0.909128153	0.948853067	0.908921698	0.887796293	0.878559094	0.888755952	0.992579245	0.836127094	0.909742069	0.845235199	0.843194185	0.88312362	0.889500349	0.858701339	0.561284495	0.580583652	0.565206507	0.706459671	0.695369745	0.708579321	0.721752924	0.686367133	0.596874853	0.621734835	0.682578657	0.843458828	0.848300213	0.853083259	0.838237577	0.843360175	0.822069578	0.837416964	0.764088075	0.755968489	0.794136872	0.949807063	0.988696455	1	0.821846292	0.831042349	0.882956097	0.862508824	0.808569052	0.840109522	0.805197753	0.857110638	0.677553551	0.646531336	0.659427334	0.575327296	0.635401675	0.66680957	0.641824068	0.529701734	0.730644016	0.701459296	0.666333411	0.677032534	0.762194458	0.865916948	0.870095707	0.923270065	0.916560141	0.694872496	0.677157388	0.756108477	0.757821121	0.854468288	0.858240609	0.876507065	0.849688127	0.886676364	0.900208133	0.733694882	0.730955092	0.759849352	0.644690885	0.642260516	0.642094303	0.666372781	0.712050747	0.689055296	0.690744278	0.716485632	0.717342972	0.738561246	0.585926104	0.582046562	0.563779152	0.591171282	0.586923813	0.544719333	0.613613724	0.556203201	0.581341107	0.187150423
CAMTA1	31588	0.792805758	0.88344243	0.847290995	0.829230647	0.89692591	0.898145889	0.859739391	0.771981363	0.812701685	0.792142589	0.875058385	0.791235559	0.849127294	0.801879373	0.82474884	0.913363132	0.878169946	0.94924031	0.879205218	0.894636925	0.905775933	0.942470081	0.956852208	0.939930693	0.839487177	0.839768024	0.842835895	0.872685721	0.860381727	0.791128258	0.793475325	0.779241702	0.768967201	0.76748127	0.774377615	0.766771258	0.475998392	0.41323245	0.37534549	0.517896668	0.879452565	0.879626838	0.823722994	0.8742366	0.898304682	0.859726757	0.563352218	0.579260165	0.582764248	0.635791407	0.637913442	0.623684803	0.617741884	0.910486009	0.864973237	0.882343047	0.88076651	0.882832955	0.892678549	0.883945235	0.874717842	0.79728986	0.757625199	0.799534783	0.763593406	0.710623109	0.747569973	0.716803974	0.70447925	0.824953642	0.781554834	0.846698546	0.783224012	0.766313277	0.817813362	0.827826919	0.835274155	0.817445173	0.768803517	0.751114857	0.723151479	0.750529535	0.844388292	0.821759013	0.827122572	0.790392904	0.818344764	0.827783398	0.874056281	0.836067497	0.871736056	0.99984067	0.983743892	0.972562752	1	0.780017694	0.801168554	0.781199723	0.817538039	0.806843235	0.8886358	0.67377706	0.687109251	0.676289763	0.672620127	0.693785406	0.682452163	0.698786476	0.701227349	0.681464644	0.17644361
CAP1	7797	0.842476617	0.876665821	0.84078257	0.841223974	0.886516995	0.862899956	0.890837314	0.821106841	0.859741504	0.86161154	0.925629552	0.854489771	0.892325641	0.837708361	0.879006598	0.931556516	0.967045011	0.895586067	0.949233042	0.947502161	0.913851303	0.929152323	0.958610235	0.891424013	0.915870245	0.927984949	0.929208891	0.926816643	0.946551306	0.75645403	0.767745793	0.752461649	0.895559903	0.891410147	0.889940624	0.89267029	0.536153569	0.481866074	0.490233964	0.555194228	0.913204975	0.911971217	0.928613982	0.912998303	0.926101272	0.893025293	0.897136885	0.898520401	0.860524409	0.901159602	0.9966633	1	0.987720147	0.924672925	0.927709846	0.94950318	0.922310895	0.937592906	0.948074837	0.929543397	0.939961329	0.731314072	0.685261124	0.719431503	0.733735345	0.690959334	0.744264509	0.706953438	0.684857056	0.733165801	0.712044051	0.625958424	0.728733738	0.718899428	0.932775488	0.924462771	0.919888461	0.920566287	0.758020364	0.760135549	0.82897744	0.838775556	0.91194833	0.898007702	0.932786986	0.941702249	0.927980756	0.911064078	0.879850449	0.871098913	0.867146314	0.744815534	0.771135227	0.767567989	0.763208132	0.852400074	0.839853843	0.876994317	0.875072043	0.854222641	0.903331755	0.907810261	0.897639972	0.895503492	0.897987416	0.893537214	0.878817784	0.86194111	0.883979691	0.87161474	0.123153848
CASP2	31923	0.86072469	0.880157453	0.840519247	0.875095124	0.907669513	0.931647546	0.846215004	0.847943899	0.927620046	0.866708713	0.993737921	0.848186867	0.953943023	0.856993292	0.95182852	0.7934599	0.792534262	0.713806231	0.813131902	0.801518916	0.739376271	0.729460206	0.832055641	0.777353373	0.911594083	0.895908223	0.903692204	0.93374574	0.913598669	0.578905992	0.580030685	0.609286334	0.755378497	0.756055393	0.760296771	0.772026537	0.320998633	0.258729354	0.303971875	0.417534545	0.862239687	0.860931248	0.8508358	0.835983685	0.854186282	0.80616147	0.650283127	0.642784183	0.647459555	0.672963731	0.898138584	0.925961466	0.888223346	0.881910959	0.924811884	0.896607539	0.885813919	0.943878492	0.922961828	0.935040214	0.915797318	0.882241208	0.872576736	0.912913454	0.899699039	0.86949357	0.928446822	0.884121334	0.91768938	0.898147624	0.920798403	0.903350404	0.889424125	0.90973879	0.995598768	0.990496651	1	0.991630456	0.658187912	0.737109876	0.789212702	0.810348774	0.972736555	0.985439502	0.97621901	0.956613418	0.96749351	0.990793837	0.895387747	0.913085843	0.88133537	0.771594255	0.754515844	0.757035614	0.771497834	0.873472379	0.828957371	0.829258697	0.835292361	0.837714249	0.886093776	0.572787519	0.549195849	0.555185109	0.553475166	0.541889418	0.548833579	0.481845509	0.544842858	0.547416532	0.151237226
CASP9	17779	0.713119135	0.724122727	0.705657445	0.705509473	0.797398317	0.804369316	0.798159749	0.71920093	0.805873432	0.710817505	0.883904081	0.725514518	0.770376372	0.706755881	0.827106121	0.843126965	0.82866069	1	0.842831707	0.843284365	0.892306942	0.688222388	0.781915933	0.667560125	0.771635026	0.789050455	0.760112517	0.741102934	0.737992001	0.56108517	0.573884346	0.568255352	0.561724615	0.568179572	0.540522792	0.584251105	0.698059076	0.59573126	0.647206346	0.742866608	0.763598638	0.742229243	0.744389691	0.741981388	0.741291657	0.71841156	0.612878859	0.656630608	0.629934076	0.63850477	0.810115866	0.773864405	0.808046496	0.814695788	0.793867425	0.776977627	0.761301232	0.816327723	0.821984386	0.796164731	0.79175531	0.621334102	0.655664575	0.625001468	0.577135147	0.678964684	0.677002944	0.626319624	0.734276175	0.609623302	0.567307954	0.522055267	0.628751469	0.606727966	0.746602749	0.759513539	0.75453068	0.738417656	0.608460293	0.641739883	0.616072065	0.602161965	0.740849908	0.771488508	0.720126623	0.746356317	0.718277805	0.738856621	0.686020806	0.701745533	0.670869272	0.671121923	0.679997735	0.669040772	0.670499741	0.693151097	0.684279544	0.683318752	0.673631865	0.680350672	0.673554678	0.621894033	0.640363955	0.664154487	0.639774898	0.653403729	0.637450009	0.59741521	0.623749326	0.59007824	0.259419852
CBFA2T3	15147	0.664036394	0.565287481	0.677950019	0.649387837	0.72056585	0.820499864	0.60028103	0.303081907	0.303081907	0.353699219	0.301221049	0.323869618	0.281866324	0.328413768	0.305893298	0.8697609	0.893010383	0.814641407	0.896568872	0.89811429	0.840919063	0.681279227	0.719908508	0.582556796	0.366305736	0.347002877	0.667843772	0.624764625	0.671404703	0.356981144	0.370662253	0.329366746	0.658046802	0.667000182	0.664920202	0.668458128	0.137846776	0.1137836	0.150552454	0.129809088	0.69249946	0.660003937	0.697028104	0.641797487	0.731318467	0.610919456	0.589200087	0.620113455	0.59124774	0.680396911	0.747074697	0.73204	0.681860297	0.485065437	0.492217843	0.538897668	0.500433805	0.506075063	0.599636452	0.508035579	0.495858124	0.949865626	0.944080979	0.955081305	0.916036477	1	0.963058173	0.958890462	0.93465019	0.921953746	0.923687504	0.852626469	0.932412987	0.929253374	0.323081683	0.314471944	0.324526989	0.335975822	0.375107665	0.367832168	0.404574936	0.325783215	0.33394143	0.335747003	0.325058728	0.316098349	0.336238431	0.346212209	0.513707032	0.532881547	0.504956673	0.496849661	0.50397622	0.485665561	0.504033148	0.479056985	0.524373678	0.478524065	0.487749678	0.513629266	0.51761855	0.296564123	0.288261306	0.304438842	0.289579327	0.295161809	0.287074605	0.296288631	0.270864878	0.311607209	0.464184857
CBL	31127	0.731648761	0.776902091	0.745666214	0.786475526	0.928020102	0.888656157	0.81579556	0.865754239	0.871481645	0.887483516	0.917244386	0.857408503	0.891960411	0.873732674	0.874211445	0.858607797	0.89136977	0.814412399	0.896560495	0.890241751	0.829027361	0.834184529	0.91637102	0.764158826	0.832005255	0.823055944	0.940788418	0.995042647	0.962639686	0.608213109	0.618097907	0.6018983	0.798732617	0.786480016	0.78935535	0.801860931	0.395321008	0.344511831	0.313255835	0.375262034	0.867658951	0.872367651	0.839394906	0.86913722	0.878283747	0.854756858	0.979144646	0.94212275	0.992481394	0.971486429	0.996105762	0.986600379	1	0.916757776	0.930318789	0.946773612	0.940514981	0.93319587	0.942636296	0.939472381	0.94360452	0.712695177	0.659960271	0.730278604	0.732132801	0.688754131	0.716325181	0.678099759	0.61123395	0.76980085	0.724279269	0.604747075	0.761628456	0.740199713	0.948708718	0.946765349	0.921980183	0.926027818	0.683865418	0.725842349	0.746421618	0.734321354	0.913245707	0.891271737	0.917313031	0.889235902	0.920445536	0.928753595	0.848739556	0.803643551	0.805509716	0.686645707	0.694813127	0.675736281	0.690439417	0.767443698	0.748775798	0.730111693	0.765451747	0.752718282	0.831337135	0.592529087	0.606024081	0.596904359	0.589185526	0.580842884	0.569984004	0.536833411	0.585434597	0.575634887	0.179333505
CBX5	19026	0.779316844	0.822842748	0.789564053	0.817755143	0.762584685	0.805602529	0.74778908	0.769561491	0.85031055	0.746074557	0.830673741	0.753098486	0.866557066	0.715672953	0.870002306	0.65174595	0.597386159	0.52035912	0.675184696	0.67383834	0.696381147	0.671869679	0.754822921	0.712124897	0.930220286	0.948784442	0.930326349	0.964383355	0.905973981	0.560508263	0.554066584	0.562747117	0.802597394	0.805054364	0.815177144	0.831126092	0.478011244	0.387746846	0.352946309	0.427499746	0.680151263	0.714824753	0.694501737	0.713396756	0.693288657	0.699641259	0.704586018	0.704754071	0.679038835	0.677173216	0.935938057	0.945105496	0.937624195	0.725521718	0.766355343	0.747885395	0.765764375	0.789202857	0.758892348	0.734439346	0.744105092	0.899137532	0.944485705	0.993537063	0.977775712	0.865858343	0.85622927	0.842738879	0.839403791	0.967157393	0.963542069	0.884260727	0.99455171	1	0.802121188	0.878473404	0.836879798	0.837430067	0.581051672	0.547752867	0.773277851	0.813856848	0.933180343	0.869138135	0.911756858	0.897685702	0.879335183	0.878032843	0.838745265	0.817928368	0.849033593	0.836195503	0.82635195	0.814704917	0.830957883	0.815463168	0.831562722	0.781538527	0.814868137	0.806912144	0.858439378	0.625835523	0.612319364	0.608128801	0.612295213	0.592042862	0.550806418	0.585300109	0.581952815	0.555506648	0.182237592
CBX6	9217	0.792544781	0.770886405	0.781282904	0.805157889	0.950113647	0.916057026	0.890283864	0.925153322	0.865777719	0.921686111	0.909518769	0.870448775	0.837190495	0.88744891	0.876981915	0.937283513	0.912357922	0.977739202	0.962844445	0.958112637	0.941859051	0.989927645	0.953430976	0.990337581	0.912700143	0.956224415	0.938221254	0.910544407	0.91205597	0.68679142	0.656457749	0.678375667	0.743250711	0.730045092	0.764492336	0.780717631	0.449206641	0.454945259	0.478753128	0.511307397	0.81849014	0.844187945	0.828577921	0.840444374	0.819924682	0.798875417	0.731696316	0.774151451	0.733679051	0.782270052	0.835037897	0.818661112	0.832808115	0.969194131	0.964243951	0.967082339	0.947950363	0.976857727	0.972555784	0.99122052	0.963518484	0.974355559	0.933063167	0.965742482	0.912115722	0.944379731	0.960146661	0.968898401	0.921507182	0.937759384	0.932193771	1	0.969347813	0.945216483	0.96074621	0.976646683	0.956834739	0.961018999	0.760851734	0.75856449	0.795653202	0.794766685	0.914965281	0.975440268	0.953750007	0.949630512	0.934132858	0.96536588	0.852270215	0.882249794	0.740478289	0.876333615	0.897931871	0.893601697	0.886893739	0.810557987	0.806154657	0.839309565	0.764111672	0.832862626	0.851399757	0.836890683	0.912964986	0.856196023	0.855248436	0.874585909	0.885105412	0.938714612	0.913549911	0.964820501	0.118232135
CCAR1	30634	0.781608415	0.822365909	0.751030526	0.80511057	0.912951133	0.873672824	0.816620208	0.824912622	0.812864751	0.844980678	0.771848674	0.828451496	0.829416865	0.82047102	0.829048938	0.870402958	0.89357515	0.881513464	0.920280353	0.925584897	0.840796254	0.917252722	0.900483908	0.923567993	0.833120003	0.798777344	0.924373397	1	0.959304448	0.545359559	0.606853172	0.560850139	0.780141041	0.780111259	0.799534368	0.800092632	0.551656683	0.529728456	0.519229848	0.594539962	0.817293281	0.808052911	0.77464847	0.805232193	0.820800196	0.762813111	0.616040258	0.609118117	0.610872463	0.628551792	0.706902053	0.675540846	0.660664021	0.923702769	0.934449513	0.925666029	0.932716336	0.919768306	0.919527196	0.915748761	0.913665949	0.820182008	0.830415439	0.79421922	0.788853128	0.837672331	0.827181414	0.821094046	0.84207924	0.787543014	0.775193357	0.779805187	0.805223425	0.798073763	0.905373401	0.910525617	0.908962284	0.902482342	0.772710577	0.799847363	0.781473629	0.769444988	0.89018307	0.921236879	0.920584088	0.924094333	0.910232312	0.920281068	0.815595805	0.811868775	0.818166789	0.881735378	0.866225477	0.870711571	0.861342334	0.793403622	0.791734108	0.811760157	0.824181097	0.751973468	0.822222695	0.856886953	0.825039238	0.831074483	0.815430529	0.801930918	0.816606193	0.795840964	0.826131549	0.794498923	0.163705348
CCDC137	31827	0.791860221	0.756442149	0.717840182	0.761196534	1	0.982038023	0.911344604	0.783667554	0.780338431	0.791325313	0.864326855	0.742599481	0.736110987	0.753214648	0.777619417	0.637862831	0.674015998	0.650714473	0.609768957	0.636036337	0.571125146	0.663009089	0.66380562	0.779109702	0.791197491	0.823913052	0.939697986	0.884423636	0.848686872	0.520019093	0.558047791	0.517893965	0.711120636	0.684003571	0.745875074	0.713239872	0.854944002	0.739078468	0.711165763	0.780743963	0.754445622	0.767110228	0.733639416	0.740000052	0.738748227	0.656147113	0.474953467	0.431981987	0.452114936	0.481866959	0.719001424	0.737151197	0.69876576	0.874571248	0.837258356	0.837406923	0.84869391	0.855320807	0.909650145	0.860259968	0.889833791	0.689280121	0.576041732	0.56805535	0.494718535	0.691622199	0.703541704	0.649869386	0.657951691	0.540326136	0.648371213	0.61385507	0.55451124	0.558259997	0.800480272	0.832126094	0.847625007	0.858529512	0.678543054	0.737251267	0.730522907	0.754136321	0.774926068	0.896178359	0.804441298	0.81982851	0.840332351	0.845729896	0.73852718	0.71823396	0.629192149	0.807205564	0.824971629	0.837167145	0.800714318	0.699721921	0.700879767	0.705335233	0.775849184	0.707496111	0.742437623	0.827130109	0.848981365	0.841834032	0.844693976	0.860292062	0.851701009	0.873556034	0.857201089	0.888922334	0.185194989
CCDC186	35136	0.861435164	0.896098542	0.73184645	0.839487455	0.627120126	0.719004644	0.638956961	0.721081673	0.582200347	0.748144562	0.535452869	0.765911329	0.616856107	0.77233151	0.594870258	0.627864619	0.630906997	0.696465344	0.658653332	0.672130516	0.652486792	0.596071255	0.675163964	0.630109797	0.719124979	0.692266798	0.64860886	0.734614474	0.701268039	0.456173726	0.437681311	0.412707822	0.57584918	0.587496314	0.615669766	0.581859969	0.301152671	0.295664795	0.331579478	0.298363171	0.823609319	0.779610001	0.798262656	0.78921391	0.824130643	0.72290377	0.544719212	0.555107935	0.618844003	0.579524065	0.878127614	0.853178717	0.862918899	0.94337389	0.925556655	0.907545424	0.939716472	0.845552709	0.858684396	0.894603809	0.915004158	0.945063578	0.974217879	0.988282886	1	0.929580155	0.912965	0.93918323	0.915398927	0.961610624	0.966076707	0.929755901	0.987267091	0.963372889	0.819974125	0.850374013	0.820596	0.82881132	0.656367078	0.686630927	0.637298877	0.649004378	0.811389738	0.838262046	0.842146641	0.857060119	0.824775778	0.833403061	0.880967191	0.800586802	0.813442153	0.925526242	0.909214644	0.927882079	0.881179478	0.800950771	0.767620064	0.882338678	0.838581157	0.777640228	0.809880546	0.611319944	0.639067735	0.603052523	0.593980187	0.582344234	0.559920633	0.614064691	0.6224052	0.595853121	0.230286576
CCDC50	31227	0.757195859	0.713124823	0.790494989	0.754645344	0.739375767	0.793894368	0.796775709	0.499982537	0.70505605	0.537197925	0.786269819	0.537747384	0.72525465	0.488398865	0.763036449	0.837664567	0.743793861	0.777868927	0.829656099	0.822604106	0.833163978	0.941747574	0.935829728	1	0.81308959	0.795256799	0.721480906	0.748913161	0.704393636	0.472675946	0.468280029	0.493113518	0.705740104	0.703722256	0.701906061	0.702525512	0.322575703	0.205851268	0.296581079	0.373702896	0.656041086	0.671463162	0.587315557	0.560102334	0.692821796	0.542126145	0.282388575	0.25732594	0.286184286	0.342378874	0.357249747	0.403596052	0.42627186	0.675155738	0.616947449	0.557583798	0.591680997	0.656824682	0.590579302	0.611129538	0.626157115	0.954851036	0.956194981	0.952631098	0.945347815	0.907699427	0.925778477	0.887105686	0.909726913	0.907619479	0.942130413	0.865207664	0.95494342	0.930128615	0.83028402	0.784881438	0.728007245	0.660431241	0.570975737	0.603071372	0.582236266	0.606432786	0.807201048	0.825151368	0.775769529	0.864778941	0.803019679	0.830928624	0.609628376	0.536106144	0.593346474	0.582564302	0.543861772	0.611462254	0.55771643	0.5403574	0.547123562	0.535106535	0.532039328	0.575003753	0.57874376	0.47154918	0.459824238	0.527238595	0.552522687	0.550902874	0.449414072	0.476502612	0.417300487	0.416782906	0.310039807
CCDC6	30907	0.709487173	0.780914382	0.696663691	0.74714879	0.711350527	0.750032682	0.773825798	0.712475147	0.882305203	0.754706349	0.80442138	0.717728282	0.808035695	0.742398942	0.845529153	0.902180497	0.836955279	0.852453084	0.87528548	0.880215611	0.891263718	0.585970678	0.68555974	0.625088287	0.70373931	0.747853282	0.954110807	1	0.976915186	0.659644789	0.672702114	0.659171048	0.667561646	0.667000526	0.66124066	0.662239103	0.106944814	0.119974965	0.096509516	0.107272104	0.715265322	0.724158974	0.680873034	0.730673022	0.748403328	0.700634936	0.297684712	0.305460994	0.363043	0.371899029	0.414198285	0.409224111	0.399636536	0.744488664	0.755984186	0.733304396	0.736635881	0.760147892	0.749795763	0.747736522	0.740004242	0.653627056	0.649708835	0.649979825	0.669635917	0.667761459	0.675891962	0.659762646	0.616298307	0.668845818	0.650745419	0.665530223	0.658196633	0.673214932	0.725585017	0.731324426	0.74274266	0.736008712	0.626278948	0.661269175	0.581967249	0.64960596	0.73495888	0.736021281	0.729707051	0.724077323	0.737857247	0.724692063	0.687548079	0.63799714	0.660372306	0.681740724	0.68928598	0.691551234	0.68614369	0.664774543	0.616201719	0.643308107	0.652829491	0.607568357	0.709562243	0.753561224	0.746985478	0.770360009	0.798139185	0.799693422	0.720514283	0.727388512	0.679393464	0.72285696	0.30536215
